[بسم, 115]
 [وأبى, 1]
 [لتخرجنا, 1]
 [بسحرك, 1]
 [فلنأتينك, 1]
 [نخلفه, 1]
 [سوى, 1]
 [موعدكم, 1]
 [الزينة, 1]
 [يحشر, 2]
 [فجمع, 2]
 [كيده, 2]
 [ويلكم, 2]
 [تفتروا, 1]
 [فيسحتكم, 1]
 [خاب, 3]
 [فتنازعوا, 1]
 [النجوى, 4]
 [هذان, 2]
 [لساحران, 1]
 [يريدان, 1]
 [يخرجاكم, 1]
 [بسحرهما, 1]
 [ويذهبا, 1]
 [بطريقتكم, 1]
 [المثلى, 1]
 [كيدكم, 1]
 [ائتوا, 2]
 [أفلح, 4]
 [استعلى, 1]
 [حبالهم, 2]
 [وعصيهم, 2]
 [يخيل, 1]
 [سحرهم, 1]
 [فأوجس, 2]
 [وألق, 2]
 [يمينك, 3]
 [الساحر, 2]
 [فألقي, 2]
 [لكبيركم, 2]
 [فلأقطعن, 1]
 [ولأصلبنكم, 2]
 [جذوع, 1]
 [ولتعلمن, 2]
 [أينا, 1]
 [وأبقى, 7]
 [نؤثرك, 1]
 [فطرنا, 1]
 [فاقض, 1]
 [قاض, 1]
 [تقضي, 1]
 [بربنا, 2]
 [خطايانا, 2]
 [أكرهتنا, 1]
 [مجرما, 1]
 [يأته, 1]
 [الدرجات, 2]
 [تزكى, 4]
 [بعبادي, 3]
 [فاضرب, 2]
 [يبسا, 1]
 [تخاف, 1]
 [دركا, 1]
 [تخشى, 1]
 [بجنوده, 1]
 [فغشيهم, 1]
 [غشيهم, 2]
 [وواعدناكم, 1]
 [فيحل, 1]
 [غضبي, 2]
 [يحلل, 1]
 [هوى, 2]
 [لغفار, 1]
 [أعجلك, 1]
 [أثري, 1]
 [وعجلت, 1]
 [لترضى, 1]
 [بعدك, 1]
 [وأضلهم, 1]
 [السامري, 2]
 [فرجع, 1]
 [أفطال, 1]
 [فأخلفتم, 1]
 [موعدي, 1]
 [أخلفنا, 1]
 [موعدك, 1]
 [بملكنا, 1]
 [ولكنا, 3]
 [أوزارا, 1]
 [فقذفناها, 1]
 [فكذلك, 1]
 [فنسي, 2]
 [فتنتم, 2]
 [نبرح, 1]
 [عاكفين, 2]
 [تتبعن, 1]
 [أفعصيت, 1]
 [تأخذ, 1]
 [بلحيتي, 1]
 [برأسي, 1]
 [خشيت, 1]
 [فرقت, 1]
 [ترقب, 1]
 [خطبك, 1]
 [سامري, 1]
 [بصرت, 1]
 [يبصروا, 1]
 [فقبضت, 1]
 [قبضة, 1]
 [أثر, 2]
 [فنبذتها, 1]
 [مساس, 1]
 [تخلفه, 1]
 [ظلت, 1]
 [عاكفا, 1]
 [لنحرقنه, 1]
 [لننسفنه, 1]
 [نسفا, 2]
 [يحمل, 3]
 [وزرا, 1]
 [ونحشر, 1]
 [زرقا, 1]
 [يتخافتون, 2]
 [عشرا, 2]
 [أمثلهم, 1]
 [طريقة, 1]
 [ينسفها, 1]
 [فيذرها, 1]
 [قاعا, 1]
 [صفصفا, 1]
 [أمتا, 1]
 [الداعي, 1]
 [عوج, 2]
 [وخشعت, 1]
 [الأصوات, 2]
 [همسا, 1]
 [تنفع, 3]
 [ورضي, 1]
 [وعنت, 1]
 [للحي, 1]
 [يخاف, 5]
 [هضما, 1]
 [وصرفنا, 2]
 [الوعيد, 2]
 [يحدث, 2]
 [بالقرآن, 2]
 [يقضى, 2]
 [وحيه, 1]
 [زدني, 1]
 [عهدنا, 1]
 [نجد, 1]
 [عزما, 1]
 [ولزوجك, 1]
 [يخرجنكما, 1]
 [فتشقى, 1]
 [تجوع, 1]
 [تعرى, 1]
 [وأنك, 1]
 [تظمأ, 1]
 [تضحى, 1]
 [أدلك, 1]
 [شجرة, 6]
 [وملك, 1]
 [يبلى, 1]
 [فأكلا, 1]
 [فبدت, 1]
 [وعصى, 2]
 [فغوى, 1]
 [اهبطا, 1]
 [يشقى, 1]
 [معيشة, 1]
 [ضنكا, 1]
 [ونحشره, 1]
 [حشرتني, 1]
 [أتتك, 1]
 [فنسيتها, 1]
 [تنسى, 2]
 [أسرف, 1]
 [مساكنهم, 5]
 [لزاما, 2]
 [طلوع, 2]
 [وقبل, 2]
 [غروبها, 1]
 [وأطراف, 1]
 [لعلك, 2]
 [زهرة, 1]
 [لنفتنهم, 2]
 [نسألك, 1]
 [نرزقك, 1]
 [الصحف, 3]
 [فنتبع, 2]
 [نذل, 1]
 [ونخزى, 1]
 [متربص, 1]
 [فستعلمون, 3]
 [السوي, 1]
 [محدث, 2]
 [استمعوه, 1]
 [لاهية, 1]
 [أفتأتون, 1]
 [تبصرون, 9]
 [شاعر, 3]
 [فليأتنا, 1]
 [أفهم, 2]
 [جعلناهم, 2]
 [صدقناهم, 1]
 [فأنجيناهم, 1]
 [وأهلكنا, 1]
 [ذكركم, 1]
 [قصمنا, 1]
 [أحسوا, 1]
 [يركضون, 1]
 [تركضوا, 1]
 [وارجعوا, 1]
 [أترفتم, 1]
 [ومساكنكم, 1]
 [ويلنا, 6]
 [زالت, 1]
 [خامدين, 1]
 [لاعبين, 2]
 [نتخذ, 2]
 [لاتخذناه, 1]
 [نقذف, 1]
 [فيدمغه, 1]
 [زاهق, 1]
 [الويل, 1]
 [يستحسرون, 1]
 [يسبحون, 7]
 [ينشرون, 1]
 [لفسدتا, 1]
 [فسبحان, 3]
 [يسأل, 5]
 [فاعبدون, 3]
 [مكرمون, 3]
 [يسبقونه, 1]
 [يشفعون, 1]
 [ارتضى, 3]
 [خشيته, 1]
 [مشفقون, 5]
 [يقل, 1]
 [فذلك, 3]
 [نجزيه, 1]
 [ير, 2]
 [رتقا, 1]
 [ففتقناهما, 1]
 [فجاجا, 2]
 [سقفا, 2]
 [محفوظا, 1]
 [آياتها, 1]
 [فلك, 2]
 [الخالدون, 1]
 [ونبلوكم, 1]
 [والخير, 1]
 [رآك, 1]
 [يتخذونك, 2]
 [أهذا, 2]
 [آلهتكم, 4]
 [عجل, 2]
 [يكفون, 1]
 [فتبهتهم, 1]
 [ردها, 1]
 [يكلؤكم, 1]
 [تمنعهم, 1]
 [دوننا, 1]
 [يصحبون, 1]
 [وآباءهم, 3]
 [طال, 1]
 [أنذركم, 1]
 [بالوحي, 1]
 [ينذرون, 1]
 [نفحة, 1]
 [ونضع, 1]
 [الموازين, 1]
 [القسط, 1]
 [خردل, 2]
 [أتينا, 2]
 [حاسبين, 1]
 [وضياء, 1]
 [وذكرا, 1]
 [أفأنتم, 1]
 [رشده, 1]
 [عالمين, 2]
 [التماثيل, 1]
 [عابدين, 3]
 [اللاعبين, 1]
 [فطرهن, 1]
 [وتالله, 1]
 [لأكيدن, 1]
 [أصنامكم, 1]
 [فجعلهم, 2]
 [جذاذا, 1]
 [بآلهتنا, 2]
 [فتى, 1]
 [يذكرهم, 1]
 [يقال, 3]
 [فعله, 1]
 [فاسألوهم, 1]
 [ينطقون, 4]
 [فرجعوا, 1]
 [نكسوا, 1]
 [أفتعبدون, 1]
 [حرقوه, 2]
 [وانصروا, 1]
 [كوني, 1]
 [بردا, 2]
 [وسلاما, 2]
 [وأرادوا, 1]
 [فجعلناهم, 5]
 [الأخسرين, 1]
 [ونجيناه, 4]
 [بأمرنا, 2]
 [وإقام, 2]
 [تعمل, 1]
 [وأدخلناه, 1]
 [فاستجبنا, 4]
 [الكرب, 3]
 [ونصرناه, 1]
 [وداوود, 1]
 [يحكمان, 1]
 [نفشت, 1]
 [غنم, 1]
 [لحكمهم, 1]
 [ففهمناها, 1]
 [وسخرنا, 1]
 [يسبحن, 2]
 [والطير, 5]
 [صنعة, 1]
 [لبوس, 1]
 [لتحصنكم, 1]
 [شاكرون, 1]
 [ولسليمان, 2]
 [عاصفة, 1]
 [يغوصون, 1]
 [ويعملون, 1]
 [فكشفنا, 2]
 [ومثلهم, 3]
 [للعابدين, 1]
 [وإدريس, 1]
 [وذا, 3]
 [الكفل, 2]
 [وأدخلناهم, 1]
 [النون, 1]
 [مغاضبا, 1]
 [فظن, 1]
 [نقدر, 1]
 [فنادى, 2]
 [تذرني, 1]
 [الوارثين, 3]
 [وأصلحنا, 1]
 [زوجه, 1]
 [ويدعوننا, 1]
 [رغبا, 1]
 [ورهبا, 1]
 [والتي, 2]
 [أحصنت, 2]
 [فرجها, 2]
 [فنفخنا, 2]
 [وجعلناها, 3]
 [وابنها, 1]
 [أمتكم, 2]
 [وتقطعوا, 2]
 [كفران, 1]
 [لسعيه, 1]
 [كاتبون, 1]
 [وحرام, 1]
 [فتحت, 2]
 [حدب, 1]
 [ينسلون, 2]
 [واقترب, 2]
 [شاخصة, 1]
 [أبصار, 1]
 [حصب, 1]
 [واردون, 1]
 [وردوها, 1]
 [مبعدون, 1]
 [حسيسها, 1]
 [اشتهت, 1]
 [يحزنهم, 1]
 [الفزع, 1]
 [وتتلقاهم, 1]
 [نطوي, 1]
 [كطي, 1]
 [السجل, 1]
 [للكتب, 1]
 [بدأنا, 1]
 [نعيده, 1]
 [الزبور, 1]
 [لبلاغا, 1]
 [آذنتكم, 1]
 [أدري, 4]
 [أقريب, 2]
 [زلزلة, 1]
 [تذهل, 1]
 [مرضعة, 1]
 [أرضعت, 1]
 [وتضع, 1]
 [حملها, 2]
 [بسكارى, 1]
 [مريد, 1]
 [تولاه, 1]
 [ويهديه, 1]
 [السعير, 8]
 [البعث, 3]
 [علقة, 4]
 [مضغة, 2]
 [مخلقة, 2]
 [لنبين, 1]
 [ونقر, 1]
 [طفلا, 2]
 [لتبلغوا, 2]
 [أشدكم, 2]
 [هامدة, 1]
 [اهتزت, 2]
 [وربت, 2]
 [وأنبتت, 1]
 [بهيج, 2]
 [القبور, 5]
 [منير, 2]
 [عطفه, 1]
 [ونذيقه, 1]
 [يداك, 1]
 [حرف, 1]
 [أصابه, 1]
 [اطمأن, 1]
 [أصابته, 1]
 [انقلب, 1]
 [الخسران, 2]
 [يضره, 1]
 [ينفعه, 1]
 [نفعه, 1]
 [العشير, 1]
 [يظن, 2]
 [ينصره, 3]
 [بسبب, 1]
 [والمجوس, 1]
 [والجبال, 6]
 [والشجر, 2]
 [والدواب, 2]
 [يهن, 1]
 [مكرم, 1]
 [خصمان, 2]
 [اختصموا, 1]
 [ثياب, 2]
 [يصب, 1]
 [الحميم, 5]
 [يصهر, 1]
 [والجلود, 1]
 [مقامع, 1]
 [حديد, 2]
 [غم, 1]
 [أعيدوا, 2]
 [ولؤلؤا, 2]
 [ولباسهم, 2]
 [حرير, 2]
 [وهدوا, 2]
 [العاكف, 1]
 [والباد, 1]
 [بإلحاد, 1]
 [نذقه, 3]
 [لإبراهيم, 2]
 [تشرك, 3]
 [وطهر, 1]
 [والقائمين, 1]
 [وأذن, 1]
 [بالحج, 1]
 [ضامر, 1]
 [فج, 1]
 [عميق, 1]
 [ليشهدوا, 1]
 [منافع, 5]
 [ويذكروا, 1]
 [وأطعموا, 2]
 [البائس, 1]
 [الفقير, 1]
 [ليقضوا, 1]
 [تفثهم, 1]
 [وليوفوا, 1]
 [نذورهم, 1]
 [وليطوفوا, 1]
 [بالبيت, 1]
 [العتيق, 2]
 [يعظم, 2]
 [حرمات, 1]
 [وأحلت, 1]
 [فاجتنبوا, 1]
 [الأوثان, 1]
 [الزور, 2]
 [حنفاء, 2]
 [خر, 2]
 [فتخطفه, 1]
 [سحيق, 1]
 [محلها, 1]
 [منسكا, 2]
 [فإلهكم, 1]
 [المخبتين, 1]
 [والمقيمي, 1]
 [والبدن, 1]
 [جعلناها, 3]
 [صواف, 1]
 [وجبت, 1]
 [جنوبها, 1]
 [القانع, 1]
 [والمعتر, 1]
 [سخرناها, 1]
 [لحومها, 1]
 [دماؤها, 1]
 [يناله, 1]
 [سخرها, 2]
 [لتكبروا, 1]
 [يدافع, 1]
 [خوان, 1]
 [نصرهم, 3]
 [لقدير, 1]
 [لهدمت, 1]
 [صوامع, 1]
 [وبيع, 1]
 [ومساجد, 1]
 [ولينصرن, 1]
 [لقوي, 3]
 [وأمروا, 1]
 [ونهوا, 1]
 [يكذبوك, 3]
 [نكير, 5]
 [فكأين, 1]
 [وبئر, 1]
 [معطلة, 1]
 [وقصر, 1]
 [مشيد, 1]
 [تعمى, 2]
 [بالعذاب, 6]
 [كألف, 1]
 [تعدون, 2]
 [أمليت, 1]
 [أخذتها, 1]
 [وإلي, 1]
 [سعوا, 2]
 [معاجزين, 3]
 [تمنى, 3]
 [أمنيته, 1]
 [فينسخ, 1]
 [يلقي, 3]
 [والقاسية, 1]
 [فيؤمنوا, 1]
 [فتخبت, 1]
 [لهاد, 1]
 [عقيم, 2]
 [ليرزقنهم, 1]
 [ليدخلنهم, 1]
 [يرضونه, 1]
 [لعليم, 1]
 [عاقب, 1]
 [عوقب, 1]
 [بغي, 1]
 [لينصرنه, 1]
 [لعفو, 2]
 [يولج, 4]
 [ويولج, 4]
 [مخضرة, 1]
 [ويمسك, 1]
 [تقع, 1]
 [أحياكم, 1]
 [لكفور, 2]
 [ناسكوه, 1]
 [ينازعنك, 1]
 [وادع, 2]
 [لعلى, 3]
 [جادلوك, 1]
 [تعرف, 2]
 [يسطون, 1]
 [أفأنبئكم, 1]
 [يخلقوا, 1]
 [ذبابا, 1]
 [اجتمعوا, 1]
 [يسلبهم, 1]
 [الذباب, 1]
 [يستنقذوه, 1]
 [الطالب, 1]
 [والمطلوب, 1]
 [يصطفي, 1]
 [اركعوا, 2]
 [واسجدوا, 2]
 [وافعلوا, 1]
 [جهاده, 1]
 [اجتباكم, 1]
 [سماكم, 1]
 [ليكون, 3]
 [خاشعون, 1]
 [اللغو, 2]
 [للزكاة, 1]
 [فاعلون, 1]
 [لفروجهم, 2]
 [حافظون, 2]
 [أزواجهم, 5]
 [ملومين, 2]
 [ابتغى, 2]
 [العادون, 2]
 [لأماناتهم, 2]
 [وعهدهم, 2]
 [راعون, 2]
 [صلواتهم, 1]
 [سلالة, 2]
 [النطفة, 1]
 [فخلقنا, 2]
 [العلقة, 1]
 [المضغة, 1]
 [فكسونا, 1]
 [أنشأناه, 1]
 [فتبارك, 2]
 [الخالقين, 2]
 [لميتون, 1]
 [تبعثون, 1]
 [طرائق, 2]
 [فأسكناه, 1]
 [ذهاب, 1]
 [لقادرون, 3]
 [فأنشأنا, 1]
 [فواكه, 2]
 [وشجرة, 1]
 [طور, 1]
 [سيناء, 1]
 [بالدهن, 1]
 [وصبغ, 1]
 [للآكلين, 1]
 [تحملون, 2]
 [يتفضل, 1]
 [لأنزل, 2]
 [آبائنا, 2]
 [انصرني, 3]
 [كذبون, 3]
 [فأوحينا, 2]
 [اصنع, 1]
 [فاسلك, 1]
 [استويت, 1]
 [أنزلني, 1]
 [منزلا, 1]
 [لمبتلين, 1]
 [أنشأنا, 3]
 [وأترفناهم, 1]
 [ويشرب, 1]
 [تشربون, 2]
 [أطعتم, 1]
 [أيعدكم, 1]
 [وعظاما, 5]
 [مخرجون, 1]
 [هيهات, 2]
 [نموت, 2]
 [ونحيا, 2]
 [ليصبحن, 1]
 [غثاء, 2]
 [فبعدا, 2]
 [قرونا, 2]
 [تترى, 1]
 [رسولها, 1]
 [كذبوه, 1]
 [فأتبعنا, 1]
 [أحاديث, 2]
 [عالين, 1]
 [لبشرين, 1]
 [وقومهما, 2]
 [فكذبوهما, 2]
 [المهلكين, 1]
 [وآويناهما, 1]
 [ربوة, 1]
 [ومعين, 1]
 [واعملوا, 2]
 [فتقطعوا, 1]
 [زبرا, 1]
 [غمرتهم, 1]
 [أيحسبون, 1]
 [نمدهم, 1]
 [نسارع, 1]
 [آتوا, 1]
 [وقلوبهم, 3]
 [وجلة, 1]
 [سابقون, 1]
 [ولدينا, 2]
 [ينطق, 3]
 [غمرة, 2]
 [أعمال, 1]
 [مترفيهم, 1]
 [يجأرون, 1]
 [تجأروا, 1]
 [فكنتم, 2]
 [تنكصون, 1]
 [مستكبرين, 1]
 [سامرا, 1]
 [تهجرون, 1]
 [يدبروا, 1]
 [آباءهم, 4]
 [يعرفوا, 1]
 [أتيناهم, 2]
 [بذكرهم, 1]
 [ذكرهم, 1]
 [فخراج, 1]
 [لتدعوهم, 1]
 [لناكبون, 1]
 [رحمناهم, 1]
 [وكشفنا, 1]
 [للجوا, 1]
 [ذرأكم, 2]
 [متنا, 5]
 [وآباؤنا, 3]
 [ورب, 8]
 [يجير, 2]
 [يجار, 1]
 [تسحرون, 1]
 [ولعلا, 1]
 [تريني, 1]
 [نريك, 1]
 [ادفع, 2]
 [همزات, 1]
 [وأعوذ, 1]
 [يحضرون, 1]
 [ارجعون, 1]
 [قائلها, 1]
 [ورائهم, 3]
 [برزخ, 2]
 [نفخ, 3]
 [أنساب, 1]
 [يتساءلون, 7]
 [تلفح, 1]
 [كالحون, 1]
 [تكذبون, 10]
 [شقوتنا, 1]
 [ضالين, 2]
 [اخسئوا, 1]
 [تكلمون, 1]
 [فاتخذتموهم, 1]
 [سخريا, 3]
 [أنسوكم, 1]
 [تضحكون, 1]
 [جزيتهم, 1]
 [العادين, 1]
 [أفحسبتم, 1]
 [عبثا, 1]
 [وأنكم, 1]
 [الكريم, 3]
 [يدع, 3]
 [حسابه, 2]
 [وارحم, 1]
 [أنزلناها, 1]
 [وفرضناها, 1]
 [الزانية, 1]
 [والزاني, 1]
 [فاجلدوا, 1]
 [جلدة, 2]
 [تأخذكم, 1]
 [رأفة, 2]
 [وليشهد, 1]
 [عذابهما, 1]
 [الزاني, 1]
 [زانية, 1]
 [والزانية, 1]
 [ينكحها, 1]
 [زان, 1]
 [يرمون, 3]
 [بأربعة, 2]
 [فاجلدوهم, 1]
 [ثمانين, 1]
 [تقبلوا, 1]
 [فشهادة, 1]
 [أربع, 3]
 [شهادات, 2]
 [والخامسة, 2]
 [ويدرأ, 1]
 [تواب, 2]
 [بالإفك, 1]
 [تحسبوه, 1]
 [شرا, 2]
 [امرئ, 5]
 [اكتسب, 1]
 [كبره, 1]
 [سمعتموه, 2]
 [إفك, 4]
 [فإذ, 2]
 [بالشهداء, 1]
 [تلقونه, 1]
 [بألسنتكم, 1]
 [وتقولون, 1]
 [بأفواهكم, 2]
 [وتحسبونه, 1]
 [هينا, 1]
 [نتكلم, 1]
 [بهتان, 1]
 [لمثله, 1]
 [تشيع, 1]
 [زكى, 1]
 [يأتل, 1]
 [والسعة, 1]
 [يؤتوا, 1]
 [وليعفوا, 1]
 [وليصفحوا, 1]
 [الغافلات, 1]
 [لعنوا, 1]
 [وأيديهم, 1]
 [يوفيهم, 1]
 [ويعلمون, 2]
 [الخبيثات, 1]
 [للخبيثين, 1]
 [والخبيثون, 1]
 [للخبيثات, 1]
 [للطيبين, 1]
 [والطيبون, 1]
 [للطيبات, 1]
 [مبرءون, 1]
 [تستأنسوا, 1]
 [وتسلموا, 1]
 [تدخلوها, 1]
 [فارجعوا, 2]
 [مسكونة, 1]
 [يغضوا, 1]
 [ويحفظوا, 1]
 [فروجهم, 2]
 [للمؤمنات, 1]
 [يغضضن, 1]
 [أبصارهن, 1]
 [ويحفظن, 1]
 [فروجهن, 1]
 [يبدين, 2]
 [زينتهن, 3]
 [وليضربن, 1]
 [بخمرهن, 1]
 [جيوبهن, 1]
 [لبعولتهن, 1]
 [آبائهن, 2]
 [آباء, 1]
 [بعولتهن, 2]
 [أبنائهن, 2]
 [إخوانهن, 4]
 [أخواتهن, 2]
 [نسائهن, 2]
 [أيمانهن, 2]
 [التابعين, 1]
 [الإربة, 1]
 [الطفل, 1]
 [عورات, 2]
 [يضربن, 1]
 [بأرجلهن, 1]
 [يخفين, 1]
 [وتوبوا, 1]
 [أيه, 3]
 [وأنكحوا, 1]
 [الأيامى, 1]
 [عبادكم, 1]
 [وإمائكم, 1]
 [فقراء, 1]
 [يغنهم, 1]
 [وليستعفف, 1]
 [نكاحا, 2]
 [يغنيهم, 1]
 [فكاتبوهم, 1]
 [وآتوهم, 2]
 [البغاء, 1]
 [أردن, 1]
 [تحصنا, 1]
 [يكرههن, 1]
 [إكراههن, 1]
 [مبينات, 3]
 [ومثلا, 2]
 [كمشكاة, 1]
 [مصباح, 1]
 [المصباح, 1]
 [زجاجة, 1]
 [الزجاجة, 1]
 [كأنها, 3]
 [كوكب, 1]
 [دري, 1]
 [يوقد, 1]
 [مباركة, 3]
 [زيتونة, 1]
 [شرقية, 1]
 [غربية, 1]
 [زيتها, 1]
 [يضيء, 1]
 [تمسسه, 1]
 [لنوره, 1]
 [بيوت, 10]
 [ترفع, 1]
 [ويذكر, 1]
 [تلهيهم, 1]
 [تتقلب, 1]
 [كسراب, 1]
 [بقيعة, 1]
 [يحسبه, 1]
 [الظمآن, 1]
 [يجده, 1]
 [فوفاه, 1]
 [كظلمات, 1]
 [بحر, 1]
 [لجي, 1]
 [يغشاه, 1]
 [فوقه, 2]
 [سحاب, 2]
 [يكد, 1]
 [يراها, 1]
 [صافات, 2]
 [صلاته, 1]
 [وتسبيحه, 1]
 [يؤلف, 1]
 [بينه, 2]
 [ركاما, 1]
 [الودق, 2]
 [خلاله, 2]
 [جبال, 2]
 [برد, 1]
 [ويصرفه, 1]
 [سنا, 1]
 [برقه, 1]
 [يذهب, 1]
 [بالأبصار, 1]
 [بطنه, 2]
 [وبالرسول, 1]
 [مذعنين, 1]
 [ارتابوا, 1]
 [يحيف, 1]
 [ويخش, 1]
 [ويتقه, 1]
 [أمرتهم, 1]
 [ليخرجن, 2]
 [تقسموا, 1]
 [معروفة, 1]
 [وعليكم, 1]
 [حملتم, 1]
 [تطيعوه, 1]
 [ليستخلفنهم, 1]
 [استخلف, 1]
 [وليمكنن, 1]
 [وليبدلنهم, 1]
 [خوفهم, 1]
 [أمنا, 1]
 [يعبدونني, 1]
 [ليستأذنكم, 1]
 [يبلغوا, 1]
 [الحلم, 2]
 [مرات, 1]
 [صلاة, 2]
 [تضعون, 1]
 [ثيابكم, 1]
 [الظهيرة, 1]
 [العشاء, 1]
 [بعدهن, 1]
 [طوافون, 1]
 [الأطفال, 1]
 [فليستأذنوا, 1]
 [استأذن, 1]
 [والقواعد, 1]
 [يضعن, 3]
 [ثيابهن, 1]
 [متبرجات, 1]
 [بزينة, 2]
 [يستعففن, 1]
 [الأعرج, 2]
 [المريض, 2]
 [آبائكم, 4]
 [إخوانكم, 1]
 [أخواتكم, 1]
 [أعمامكم, 1]
 [عماتكم, 1]
 [أخوالكم, 1]
 [خالاتكم, 1]
 [ملكتم, 1]
 [مفاتحه, 2]
 [صديقكم, 1]
 [أشتاتا, 2]
 [فسلموا, 1]
 [تحية, 2]
 [يذهبوا, 2]
 [يستأذنوه, 1]
 [استأذنوك, 1]
 [شأنهم, 1]
 [كدعاء, 1]
 [يتسللون, 1]
 [لواذا, 1]
 [فليحذر, 1]
 [يخالفون, 1]
 [نذيرا, 4]
 [فقدره, 2]
 [تقديرا, 2]
 [موتا, 1]
 [نشورا, 3]
 [وأعانه, 1]
 [آخرون, 1]
 [وزورا, 2]
 [اكتتبها, 1]
 [تملى, 1]
 [وأصيلا, 4]
 [ويمشي, 1]
 [الأسواق, 2]
 [يلقى, 3]
 [بالساعة, 2]
 [رأتهم, 1]
 [تغيظا, 1]
 [وزفيرا, 1]
 [ثبورا, 4]
 [أذلك, 2]
 [ومصيرا, 1]
 [أضللتم, 1]
 [متعتهم, 1]
 [بورا, 2]
 [كذبوكم, 1]
 [تستطيعون, 1]
 [صرفا, 1]
 [ويمشون, 1]
 [أتصبرون, 1]
 [للمجرمين, 2]
 [حجرا, 1]
 [محجورا, 2]
 [وقدمنا, 1]
 [فجعلناه, 3]
 [هباء, 2]
 [منثورا, 2]
 [مستقرا, 4]
 [مقيلا, 1]
 [تشقق, 2]
 [بالغمام, 1]
 [ونزل, 1]
 [عسيرا, 1]
 [يعض, 1]
 [اتخذت, 3]
 [فلانا, 1]
 [أضلني, 1]
 [خذولا, 1]
 [مهجورا, 1]
 [هاديا, 1]
 [ونصيرا, 1]
 [جملة, 1]
 [لنثبت, 1]
 [ورتلناه, 1]
 [ترتيلا, 2]
 [يأتونك, 1]
 [تفسيرا, 1]
 [فدمرناهم, 1]
 [أغرقناهم, 1]
 [وعادا, 2]
 [الرس, 2]
 [وقرونا, 1]
 [ضربنا, 3]
 [تبرنا, 1]
 [أمطرت, 1]
 [يرونها, 2]
 [رأوك, 1]
 [ليضلنا, 1]
 [إلهه, 2]
 [تحسب, 1]
 [الظل, 3]
 [لجعله, 1]
 [ساكنا, 1]
 [دليلا, 1]
 [قبضناه, 1]
 [قبضا, 1]
 [والنوم, 1]
 [سباتا, 2]
 [طهورا, 2]
 [لنحيي, 1]
 [بلدة, 4]
 [ونسقيه, 1]
 [أنعاما, 2]
 [وأناسي, 1]
 [صرفناه, 1]
 [لبعثنا, 1]
 [وجاهدهم, 1]
 [جهادا, 2]
 [مرج, 2]
 [عذب, 2]
 [فرات, 2]
 [ملح, 2]
 [أجاج, 2]
 [برزخا, 1]
 [وحجرا, 1]
 [فجعله, 3]
 [نسبا, 2]
 [وصهرا, 1]
 [الكافر, 2]
 [أنسجد, 1]
 [تأمرنا, 1]
 [وزادهم, 1]
 [سراجا, 3]
 [وقمرا, 1]
 [منيرا, 2]
 [خلفة, 1]
 [وعباد, 1]
 [هونا, 1]
 [خاطبهم, 1]
 [الجاهلون, 2]
 [وقياما, 1]
 [اصرف, 1]
 [عذابها, 2]
 [غراما, 1]
 [ساءت, 1]
 [ومقاما, 2]
 [يسرفوا, 1]
 [يقتروا, 1]
 [قواما, 1]
 [يزنون, 1]
 [يلق, 1]
 [أثاما, 1]
 [ويخلد, 1]
 [مهانا, 1]
 [حسنات, 1]
 [متابا, 1]
 [مروا, 3]
 [كراما, 2]
 [يخروا, 1]
 [صما, 1]
 [وعميانا, 1]
 [وذرياتنا, 1]
 [قرة, 2]
 [الغرفة, 1]
 [ويلقون, 1]
 [حسنت, 1]
 [يعبأ, 1]
 [دعاؤكم, 1]
 [طسم, 2]
 [نشأ, 3]
 [فظلت, 1]
 [خاضعين, 1]
 [فسيأتيهم, 1]
 [أنبتنا, 1]
 [ويضيق, 1]
 [ينطلق, 1]
 [ذنب, 2]
 [فأخاف, 2]
 [فاذهبا, 1]
 [مستمعون, 1]
 [فأتيا, 1]
 [نربك, 1]
 [وليدا, 1]
 [ولبثت, 1]
 [عمرك, 1]
 [وفعلت, 1]
 [فعلتك, 1]
 [فعلتها, 1]
 [ففررت, 1]
 [خفتكم, 1]
 [فوهب, 1]
 [تمنها, 1]
 [عبدت, 1]
 [موقنين, 2]
 [تستمعون, 1]
 [غيري, 2]
 [لأجعلنك, 1]
 [المسجونين, 1]
 [جئتك, 1]
 [للملإ, 1]
 [بسحره, 1]
 [سحار, 1]
 [لميقات, 1]
 [مجتمعون, 1]
 [لعلنا, 1]
 [لفرعون, 2]
 [أئن, 2]
 [بعزة, 1]
 [فلسوف, 1]
 [ضير, 1]
 [نطمع, 1]
 [متبعون, 2]
 [لشرذمة, 1]
 [قليلون, 1]
 [لغائظون, 1]
 [لجميع, 1]
 [حاذرون, 1]
 [فأخرجناهم, 1]
 [وكنوز, 1]
 [ومقام, 2]
 [وأورثناها, 2]
 [فأتبعوهم, 1]
 [تراءى, 1]
 [لمدركون, 1]
 [سيهدين, 3]
 [فانفلق, 1]
 [فرق, 1]
 [كالطود, 1]
 [وأزلفنا, 1]
 [الآخرين, 13]
 [وأنجينا, 2]
 [أغرقنا, 4]
 [فنظل, 1]
 [يسمعونكم, 1]
 [ينفعونكم, 1]
 [يضرون, 1]
 [أفرأيتم, 7]
 [الأقدمون, 1]
 [خلقني, 1]
 [يطعمني, 1]
 [ويسقين, 1]
 [مرضت, 1]
 [يشفين, 1]
 [يميتني, 1]
 [يحيين, 1]
 [أطمع, 1]
 [خطيئتي, 1]
 [واجعلني, 1]
 [ورثة, 1]
 [لأبي, 1]
 [تخزني, 1]
